"","Label_index","SPL_ch1","Coef_ch1","Time_ch1","SPL_ch2","Coef_ch2","Time_ch2","SPL_ch3","Coef_ch3","Time_ch3","SPL_ch4","Coef_ch4","Time_ch4","SPL_ch5","Coef_ch5","Time_ch5","SPL_ch6","Coef_ch6","Time_ch6"
"11","fp_6",-62.4889535495211,-1.81646632389043,1.87248958333333,-58.5481136762459,-0.991421760009955,1.88278125,-59.5718845400993,-1.42426040377164,1.89080208333333,-58.2042086645709,-0.956716740373538,1.90005208333333,NA,NA,NA,NA,NA,NA
"12","fp_7",-62.2745855053433,-2.96832081658396,2.07648958333333,-57.9697517070986,-1.08163774374544,2.09601041666667,-59.7148720194894,-1.54603522629089,2.09080208333333,-59.6507525458544,-1.0421534015957,2.10619791666667,NA,NA,NA,NA,NA,NA
"13","fp_8",-62.1354192761982,-0.496241700641215,2.30861458333333,-58.3495416152707,-0.702528786117123,2.29984375,-61.1363193269367,-1.05539063009314,2.30828125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","tp_17",-47.4183205620433,-2.41634452828876,2.40496875,-52.9910067158329,-1.97114302391577,2.41530208333333,-55.6454460262513,-1.97323164297364,2.40965625,-42.7409904884353,0.159656084234439,2.42073958333333,-36.1169270636007,0.330876634771511,2.42532291666667,-43.6765505774338,-0.0708558651117585,2.41794791666667
"15","tp_18",-39.1071748399434,-0.00240256636819334,2.47192708333333,-49.3338559027972,0.298738486681173,2.48619791666667,-50.3480379052076,-0.51975289797484,2.43759375,-49.9762375535265,0.314940664891975,2.48311458333333,NA,NA,NA,-46.6467874745461,-0.0972614506402248,2.46688541666667
"16","fp_9",-64.2508681360506,-2.92506390102045,2.47246875,-60.4340219861663,-0.985223519680445,2.49834375,-62.4660374254511,-1.40908704673173,2.50751041666667,-59.6259037067142,-2.44809425534865,2.49871875,NA,NA,NA,NA,NA,NA
"17","tp_19",-46.2670844532046,-3.25905366575355,2.61467708333333,-45.065219046582,-3.05252190644806,2.61934375,-46.4889549820607,-3.1938547599437,2.60428125,-34.4912331278797,-3.03888242811619,2.62292708333333,-48.9010924663703,-2.99084334744469,2.61403125,-48.9107023576617,-3.01069624349239,2.61886458333333
"18","fp_10",-64.1528754770178,-3.65742488849547,2.68446875,-56.8319636454645,-0.979922474269672,2.70340625,-61.4733910461258,-1.35102183906893,2.71226041666667,-60.3200519547794,-0.952487142750586,2.72076041666667,NA,NA,NA,NA,NA,NA
"19","tp_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.3419237811208,-1.65032758323568,2.83665625,NA,NA,NA
"20","fp_11",-62.536605414741,-1.20677645748442,2.92421875,-55.686850847709,-0.649900220255353,2.92190625,-59.52594200362,-1.10788975731104,2.91834375,-61.1104533110474,-0.848110296842328,2.92744791666667,NA,NA,NA,NA,NA,NA
"21","fp_12",-63.3546396891381,-3.10150941205389,3.11044791666667,-56.8206143396567,-0.987897045313875,3.13001041666667,NA,NA,NA,-63.35781537205,-3.25563451661453,3.10548958333333,NA,NA,NA,NA,NA,NA
"22","tp_23",-56.7044615598478,-0.261633594313,3.25753125,-59.7290596141104,-0.596601300412276,3.26055208333333,-54.8035002476754,-0.154872717412282,3.25298958333333,-43.9430169789487,-0.155168056883045,3.24394791666667,-45.1583275001278,-0.0923575755789606,3.24844791666667,-52.3442991830042,-0.218898118160899,3.25721875
"23","tp_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.5259796497482,-2.67276846363039,3.31740625
"24","tp_25",-56.716535485209,-1.28957764585467,3.44103125,-60.299979178434,-1.62487786961683,3.44228125,-55.2162625165747,-1.4036899190309,3.43559375,-44.5456702461053,0.0330645242537741,3.44109375,-61.7903295347458,-0.0140580755303254,3.44417708333333,-52.3560192564119,-1.37544296663193,3.43969791666667
"25","fp_14",-62.1413756019528,-1.83804853674423,3.56238541666667,-56.7464057829174,-1.12882612409059,3.56423958333333,-57.584911239489,-1.315032502639,3.57382291666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","fp_15",-62.4710359715382,-1.72407737659901,3.76723958333333,-56.1897734737534,-1.30189862434896,3.76490625,-55.2663895893488,-1.62103244340321,3.77890625,-63.7494967720566,-1.79359275117185,3.77357291666667,NA,NA,NA,NA,NA,NA
"27","fp_16",-63.1250214441625,-3.61271806474706,3.96009375,-56.2439594873386,-0.948812223169071,3.98255208333333,-55.7903420092404,-1.6682507697031,3.99090625,-61.6079615022781,-3.4941535706734,3.96671875,NA,NA,NA,NA,NA,NA
"28","tp_29",-50.7785109456988,0.209281977100849,4.05578125,-54.1072089696386,0.155774462643023,4.03848958333333,-43.9299478387958,0.0643854682708201,4.02755208333333,-36.2578572638161,-0.0327073363272121,4.02344791666667,-57.1271222363853,-0.253433999787856,4.03476041666667,-54.8858550523513,0.14556683284847,4.04259375
"29","fp_17",-62.2687422135969,-3.6380493519698,4.16390625,-55.3765454155249,-0.951152571794851,4.18819791666667,-56.3989714231428,-1.15593615507645,4.20334375,-59.0020708668708,-1.12210069160696,4.20538541666667,NA,NA,NA,NA,NA,NA
"30","fp_18",-61.3365787458037,-1.23306354137118,4.40580208333333,-56.9831674160435,-0.891853087960556,4.39596875,-56.9729399920657,-1.33187204212256,4.40432291666667,-59.8530808116314,-1.35577254764167,4.41109375,NA,NA,NA,NA,NA,NA
"31","tp_31",-52.7195805401221,0.0268083571326397,4.61169791666667,-50.9453130333906,0.180049830646662,4.61398958333333,-51.1395335265311,0.0647172824288931,4.60315625,-40.1884903315324,-1.5195964412968,4.57415625,-49.3119407927481,0.113485716086503,4.60309375,-57.6782533746352,0.201491083447358,4.61109375
"32","tp_33",-46.4950022234699,-3.39379453770315,4.66878125,-45.8304887166609,-1.80301019242461,4.74876041666667,-47.0587028738229,-2.16559011882955,4.73157291666667,-34.5454062847429,-2.39042284224042,4.72680208333333,-49.0107483546484,-4.36935980754911,4.66957291666667,-49.3698710394206,-3.8292055371775,4.67238541666667
"33","tp_34",-45.8621092657907,0.0661065377682718,4.76215625,-53.0205831176612,0.327750872424708,4.76917708333333,-55.017011552696,0.0975203523604146,4.76517708333333,-42.5790528642115,0.162930906531359,4.76017708333333,-35.69349010353,0.153007447642066,4.75405208333333,-42.4887208112355,-0.0369391405799437,4.75688541666667
"34","fp_20",-59.231050642568,-3.96479889637995,4.82942708333333,-54.7626791228285,-0.489213378112222,4.85913541666667,-57.7105029632169,-1.13250460350352,4.86817708333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","tp_35",-54.9596098383015,-0.708556693861824,4.87863541666667,-58.6189325695388,-0.988446741724109,4.88805208333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","tp_36",-59.5986678840815,0.158892660069345,4.89263541666667,-63.9085365463845,0.0045317928001549,4.90434375,-62.9294249245976,-0.230208529553687,4.90148958333333,-50.6240155314359,0.0195325077800958,4.89392708333333,-40.0627712785169,0.0686033264964358,4.88403125,-42.2653100965364,0.108178736322127,4.88586458333333
"37","tp_37",-48.1723970084188,0.837090798147406,5.03509375,-52.0039703519824,0.159703696147857,5.04428125,-53.2376458851434,-0.637261776200464,5.04492708333333,-41.0132804996723,0.337970008327827,5.05184375,-36.3800592439868,0.570038010400173,5.02826041666667,-44.2635135543836,0.709585540210723,5.03223958333333
"38","fp_21",-58.5756917000935,-0.938794853507078,5.07869791666667,NA,NA,NA,-58.773086167522,-1.19103205830099,5.07971875,-58.285297040444,-1.03327599617559,5.08228125,NA,NA,NA,NA,NA,NA
"39","tp_39",-55.1023355171496,-4.39984679220177,5.11976041666667,-58.6401736318455,-3.9398867541159,5.12894791666667,NA,NA,NA,-46.1778243198257,-1.22353746742544,5.15782291666667,-36.3171403039924,0.0516080594117607,5.16017708333333,-41.6721862307745,-0.153517878865577,5.16009375
"40","tp_40",-39.403038686898,-1.04904109221626,5.16544791666667,-48.6844812827391,-1.09811131170885,5.18955208333333,-50.4775962790683,-1.43215533120868,5.16169791666667,-49.1743577170174,-0.684130498697338,5.17123958333333,-50.3525023849189,-0.543630677579564,5.17534375,-46.8564387375327,-0.59576758439702,5.16432291666667
"41","tp_41",-56.2049461762781,-0.77601862770792,5.21984375,-56.6604966921968,-0.117772102679253,5.22034375,-55.2124999156821,-0.211341819176135,5.21692708333333,-44.8652676331085,-0.960269028189547,5.21405208333333,-45.6348619301165,-0.494086469078225,5.25501041666667,-52.7023653201365,0.0076820646705212,5.21484375
"42","tp_42",-45.3769475538699,-2.22412780979548,5.28094791666667,-44.0793612343742,-2.75049837877469,5.34303125,-46.1826357563009,-1.87870554370738,5.27396875,-33.5210763939287,-2.57807887266649,5.28867708333333,-46.8775009265219,-1.24558943577463,5.28542708333333,-48.0925796837236,-1.98697247355352,5.30065625
"43","tp_44",-53.7764273203979,-1.22641388023168,5.47569791666667,NA,NA,NA,-51.1421983659257,-2.66173135840877,5.45192708333333,-39.8861923913052,-1.5273482719764,5.45953125,-49.3783106237594,0.119114626755425,5.50040625,-57.9606322683832,-2.24657387428739,5.45909375
"44","tp_45",-49.6726148940092,-0.592138044554859,5.49753125,-54.6595830453385,-0.406387524863031,5.52948958333333,NA,NA,NA,NA,NA,NA,-57.3762670706185,-0.429879540138551,5.51746875,-55.2089194675731,-0.00878650338769677,5.51273958333333
"45","fp_24",-58.4337450173607,-2.37426957588154,5.71642708333333,-56.744032099816,-0.247970457912903,5.71826041666667,-62.0201196880095,-3.62088378624939,5.69840625,-61.4199072020408,-0.123697026887663,5.75071875,NA,NA,NA,NA,NA,NA
"46","tp_47",-50.4634275962397,0.25976879195776,5.76678125,-54.5186411381553,0.062207212196788,5.75926041666667,-43.8660710071372,0.219456879062845,5.75536458333333,NA,NA,NA,-59.1845275418966,0.0960234104229848,5.76230208333333,-55.1985533851782,0.30213818454814,5.76976041666667
"47","fp_25",-59.184345856033,-1.58180909972042,5.94713541666667,-56.0610334379204,-1.02287483710372,5.94271875,-55.7998269188734,-1.24820354489519,5.95136458333333,-58.7186564473961,-2.04130697303638,5.94865625,NA,NA,NA,NA,NA,NA
"48","fp_26",-61.859674180638,-1.7917530241328,6.15432291666667,-57.1110098013051,-0.793851463851817,6.15669791666667,-56.1214095289203,-1.01209025835644,6.16563541666667,-58.8388353929243,-1.33142268025615,6.16790625,NA,NA,NA,NA,NA,NA
"49","fp_27",-61.9796019451346,-0.95888703294738,6.37930208333333,-55.6243505803761,-0.281688221185507,6.38096875,-56.6315895699827,-1.1025309519529,6.37903125,-58.1682029618927,-1.11823582730908,6.38521875,NA,NA,NA,NA,NA,NA
"50","fp_30",-64.7031604967257,-4.00773030495856,6.98023958333333,-53.6279404180452,-1.10905136937896,7.01934375,-62.2487557098379,-1.53370607692218,7.01811458333333,-61.7321073998453,-1.6900761216363,7.02409375,-62.2222034698247,-2.49333638737873,7.03013541666667,NA,NA,NA
"51","fp_31",-64.1880969868575,-3.28842784135805,7.21438541666667,-55.1113588261078,-1.17296504763327,7.23819791666667,-64.0578064437846,-2.32139155401139,7.24363541666667,-62.8532758999515,-2.98727990618686,7.22138541666667,NA,NA,NA,NA,NA,NA
"52","fp_32",-63.3940965160295,-1.87739028898442,7.46340625,-55.7280179448743,-0.767044069982251,7.46598958333333,-63.0274585467744,-1.74266831473381,7.46457291666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","fp_33",-64.5134513285483,-3.36983535580158,7.64796875,-55.3796093897523,-0.930160313342134,7.67359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","fp_34",-63.2641350643007,-3.01459466299094,7.85955208333333,-53.0057699363654,-0.856308428551147,7.89021875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","tp_59",-46.2944769780304,0.431571919154679,7.95757291666667,-51.921391763494,0.413264421189167,7.96676041666667,-55.5916886255754,0.432210452580275,7.96301041666667,-41.8148823064691,0.430549029554636,7.95698958333333,-35.2728846393175,0.462282520134231,7.95086458333333,-42.3591302841781,0.332256613112039,7.95471875
"56","tp_62",-45.7003014591712,-1.8027190159217,8.11934375,-45.068592629445,-2.27041865837028,8.11473958333333,-46.1909510483037,-2.11669546178257,8.11098958333333,-33.9794122041006,-2.60194571550956,8.10330208333333,-49.6803989431467,-1.36706016680885,8.12555208333333,-48.217908609951,0.171170492855685,8.11015625
"57","tp_63",-50.1058023192676,-0.0517441353672203,8.28253125,-54.6542253253549,-0.877772480562295,8.25892708333333,-43.9925463322822,-0.0418578846981618,8.27123958333333,-35.8425655947481,-0.160579534547756,8.26636458333333,-56.8510892572441,-0.412972183885929,8.27830208333333,-54.3591148437329,-0.0654303052166534,8.28551041666667
"58","fp_36",-62.5921457894993,-3.33252110760846,8.32213541666667,-52.8617706152657,-1.36535717247318,8.33042708333333,NA,NA,NA,-64.4342767259603,-1.81923972710499,8.29188541666667,NA,NA,NA,NA,NA,NA
"59","tp_64",-53.5858689422708,0.364679292360397,8.39926041666667,-50.4600239323894,0.465171829495687,8.40219791666667,-50.2537349721838,0.373038179453478,8.39263541666667,-39.1801951610462,0.525298721982932,8.38461458333333,-48.9130426521488,0.49126114808825,8.39155208333333,-56.273797658531,0.13643412280108,8.39688541666667
"60","fp_37",-64.2451424005242,-1.77565106472738,8.56801041666667,-56.2372510243946,-0.514948919055403,8.56990625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","tp_67",-53.771091060828,-0.0832416147376391,8.70246875,-50.9856842532374,0.0740464314412956,8.70438541666667,-50.892694197476,0.0268874251461028,8.69482291666667,-41.1228215123775,-3.1661516127774,8.65965625,-48.7271247865664,-0.49578986418697,8.69361458333333,-57.1758208267319,-0.673344136564298,8.70161458333333
"62","tp_68",-57.7383062710088,-0.725091119498194,8.73830208333333,-61.6972664718654,-0.679291570490744,8.74388541666667,-56.1900046918365,-0.510935616403419,8.73155208333333,-40.4307606498665,-0.0078314460467907,8.68680208333333,-46.4196435796434,-0.598649727469612,8.76342708333333,-52.9538116199992,-0.681653557134938,8.77207291666667
"63","fp_38",-61.7309274851649,-2.41902476919342,9.11876041666667,-60.0090269740676,-1.77610694637458,9.11842708333333,-63.35203169343,-1.75590608303488,9.12809375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","fp_39",-62.8207268450963,-3.22506695067653,9.32536458333333,-61.8099197807835,-1.61329661544713,9.34161458333333,-62.0173297451091,-1.74328915271815,9.35067708333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","tp_72",-40.0505243462658,0.174963000794702,9.43788541666667,-51.048699441651,0.157969259004076,9.43276041666667,-52.2241462758763,-0.487088525929368,9.42832291666667,-49.0667191759719,-0.315881624833872,9.42776041666667,-58.9938951893188,-0.00246803113433598,9.42840625,-46.0929269793399,-0.0221830107939601,9.42598958333333
"66","fp_40",-63.9941401961833,-3.19964294801253,9.55932291666667,-60.0859018075098,-1.31994458548367,9.57536458333333,-61.635823158642,-1.6216989509848,9.57848958333333,-63.9216544458511,-3.24432203444606,9.56307291666667,NA,NA,NA,NA,NA,NA
"67","fp_41",-62.9084670238202,-2.40388744214508,9.78688541666667,-58.3142930354999,-0.527487769757678,9.79226041666667,-63.5829813122103,-1.78322135398861,9.79734375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","tp_76",-46.0156869337043,-3.19272316123989,9.90194791666667,-45.2903582831947,-2.84192825264593,9.89219791666667,-46.4880600056487,-2.95523493852708,9.88571875,-34.3223648400116,-3.08027450491723,9.88134375,-48.0222417396622,-2.96955909770194,9.90065625,-48.9033539431186,-2.84342342143215,9.89198958333333
"69","fp_42",-61.7365548215455,-2.50707057031139,10.0146979166667,-58.4520316027972,-1.26187292470147,10.01509375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","tp_78",-47.1261535785403,0.825101597043939,10.0704479166667,-52.4120667150201,0.759023606103296,10.08028125,-55.510182136443,0.703775243692105,10.0756354166667,-42.0870695749845,0.809516201125219,10.0705104166667,-35.7455395754279,0.775340825449361,10.0642604166667,-43.1882573589841,0.663190674979645,10.06734375
"71","tp_79",-55.5778353550614,-0.971901370145568,10.1966770833333,-57.6025309947021,-1.10880178134819,10.20915625,-59.7995497817256,-0.849390538310953,10.20578125,-51.4381944611432,-2.57942789233855,10.17415625,-36.0290846332702,-0.593230093627057,10.1883229166667,-41.8948491351927,-0.545284277612769,10.2016145833333
"72","tp_80",-47.3647045942259,0.157304392153535,10.2838020833333,-53.1344054174849,0.335517383105185,10.2940104166667,-55.722123468778,0.330444212035209,10.2891145833333,-43.147579604297,0.188966631655944,10.2838645833333,-35.7701413519091,0.214449727959641,10.2776145833333,-43.4441557585913,0.00415420271640734,10.2809479166667
"73","fp_44",-60.7027463466426,-0.433044666525268,10.49396875,-56.0448150300538,-0.418196356906692,10.4836145833333,-59.3395953369711,-0.617681527773101,10.49434375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","fp_45",-63.9993433037488,-3.60270955181424,10.69140625,-56.2873386098241,-0.809788569908576,10.7165729166667,-59.75679350576,-1.38739232190864,10.7149895833333,-60.8623843124109,-1.33864186662942,10.7230104166667,NA,NA,NA,NA,NA,NA
"75","fp_46",-63.5244618001037,-2.41776776867638,10.9243645833333,-54.8421385007891,-0.580391434264195,10.9365104166667,-61.1336602707989,-1.33233632145669,10.9346354166667,-59.3384373122542,-0.7612842866672,10.94896875,NA,NA,NA,NA,NA,NA
"76","tp_83",-64.8263869523402,-1.75256801486284,11.1583645833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.9143646502299,-2.00297932839591,11.1443645833333,NA,NA,NA
"77","tp_84",-53.7203069634472,1.36588838121447,11.3004479166667,-50.6453302448149,1.61161128304657,11.3019895833333,-49.8949419159262,1.44315809458613,11.2924270833333,-39.0108092476971,1.62271092973035,11.28465625,-49.0441576828879,1.47025807492237,11.29134375,-56.4311943317318,1.75193089038457,11.29934375
"78","fp_48",-62.5766837846899,-3.52812005983793,11.33821875,-60.1277010861211,-3.27073992763285,11.3234895833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","tp_85",-51.1032808937665,0.0956067810865885,11.3954270833333,-53.4484820023619,0.220397890653986,11.3939270833333,-44.3775789630888,0.141525860320142,11.3840104166667,-36.3879024855532,0.0449997166294638,11.3792604166667,-46.8814970249737,-1.83585342121698,11.4038854166667,-54.2912274983976,-0.948770810346884,11.38171875
"80","tp_86",-57.0864013460658,-0.0393970683335846,11.4579895833333,-59.8589170096786,-0.303662537179772,11.4594895833333,-55.4011826793374,-0.0576745600287009,11.4524270833333,-43.963333379887,-0.0669760009358221,11.4431354166667,-45.5913017422174,0.0150114300434404,11.4469895833333,-51.640577265606,-0.196614610185423,11.4558854166667
"81","tp_88",-52.6927804557903,-0.323960382757556,11.6119479166667,-50.6020925093502,-0.141432110935488,11.6141354166667,NA,NA,NA,-39.5940056917615,-0.4236590296147,11.5969270833333,-49.8629496595362,-0.954266656167214,11.5926354166667,-57.109901079292,-1.14660268221372,11.5997395833333
"82","tp_90",-50.8806889164736,0.0852504612857581,11.68803125,-53.105424486952,0.493094503589746,11.68390625,-44.5153635094817,0.0795392298146342,11.6578020833333,-36.5773169037278,0.0844190857080487,11.6719895833333,-57.8867433828357,0.5499035829505,11.6692604166667,-54.0216410185994,0.4957444972545,11.67596875
"83","fp_50",-64.6582497784891,-4.00240113264664,11.8061354166667,-62.0923639964059,-1.16492200601415,11.82828125,-62.0625628137812,-1.33365788791808,11.84071875,-61.8929289093613,-1.69436353906862,11.8436145833333,NA,NA,NA,NA,NA,NA
"84","fp_51",-63.9762946234544,-3.43736107740705,12.0255520833333,-62.0065628469284,-1.15364846948074,12.03765625,-60.8842272571078,-1.50217243700632,12.0483645833333,-61.7019523118634,-1.40525608128249,12.0530104166667,NA,NA,NA,NA,NA,NA
"85","ch1_fp",-64.0760340552277,-1.64605564913531,12.0445104166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","fp_52",-62.7659311708522,-1.64667020317276,12.2592604166667,NA,NA,NA,-61.3856649592508,-0.973197968276504,12.2634270833333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","tp_95",-46.1458457469007,-2.87298772049552,12.39134375,-45.4060426018001,-2.61730318334848,12.39509375,-47.1462058310318,-2.6300231787813,12.38821875,-33.9569440072627,-3.03668084707926,12.4026354166667,-48.712506221609,-2.58902308640354,12.3785729166667,-49.4272850314944,-2.67297027594149,12.40253125
"88","fp_53",-61.9957154751029,-1.74009110732029,12.48209375,-59.7279830949289,-1.33142365274276,12.4746354166667,-60.5760852003945,-1.72716582171595,12.4821770833333,-59.8757535135194,-1.51429443148916,12.49190625,NA,NA,NA,NA,NA,NA
"89","fp_54",-61.5138120109271,-2.47628275231462,12.6993645833333,-57.7421124471194,-1.03962009247008,12.7003854166667,-63.7059994858207,-2.15994782597325,12.7057604166667,-59.5042827096867,-1.14050159619725,12.71734375,NA,NA,NA,NA,NA,NA
"90","fp_55",-61.2651131521484,-1.36112787611179,12.92484375,-56.3110007257881,-0.91315424731908,12.9215520833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","tp_99",-46.4245649113801,0.0717590318402782,13.0845104166667,-51.7802182482987,0.0123407541145864,13.0968645833333,-55.157068579901,-0.411799739895853,13.0741770833333,-41.9966977570735,-0.343002634585456,13.0838020833333,-35.5138704715267,0.301819661811176,13.0789479166667,-42.4619372403833,-0.238216959630618,13.08153125
"92","fp_56",-63.0327408588245,-2.36383264046509,13.14371875,-58.3018733817483,-1.10367927431787,13.1456145833333,NA,NA,NA,-63.183380209099,-2.87253145998864,13.1229479166667,NA,NA,NA,NA,NA,NA
"93","tp_100",-44.2801774554215,-1.77972043374078,13.2098229166667,-43.1725093168103,-2.10669984715154,13.23528125,-45.0860095537647,-2.27669884522343,13.2301145833333,-32.5228521226113,-2.42251333775512,13.2121354166667,-36.4399528043671,-0.351729645033652,13.2004479166667,-42.3610014541143,-0.380728033711057,13.20228125
"94","tp_102",-40.193263208317,-0.102218836315311,13.42659375,-50.6702100553819,-0.258044727254386,13.4375520833333,-51.3958944698068,-0.29679827268773,13.4226354166667,-48.6027651724384,-0.552217511111081,13.42040625,-50.7052126487735,-0.365064559502775,13.43190625,-46.4451155431377,-0.155716730392635,13.4320520833333
"95","fp_58",-64.3867243989013,-2.42599447868152,13.60896875,-60.6868260889591,-1.11670864748707,13.60634375,-63.623549673855,-1.2965519422366,13.61540625,-63.3889449634526,-3.31198914189467,13.60759375,NA,NA,NA,NA,NA,NA
"96","fp_59",-63.1128220704641,-2.22485038699487,13.8381770833333,NA,NA,NA,NA,NA,NA,-62.5302332131422,-3.18885682280941,13.8311979166667,NA,NA,NA,NA,NA,NA
"97","fp_60",NA,NA,NA,-61.0620941157071,-1.64117830907487,14.0628229166667,-62.6357407362409,-1.80828365282113,14.0725104166667,-62.0422333492343,-2.25395964989325,14.07865625,NA,NA,NA,NA,NA,NA
"98","tp_104",NA,NA,NA,-63.460584241337,-0.783305269069794,14.2837395833333,NA,NA,NA,NA,NA,NA,-64.0347021935711,-2.50245913913105,14.2573854166667,NA,NA,NA
"99","tp_106",-50.8753420189319,-0.106899776289394,14.4827604166667,-53.8303506989886,-0.0437144047405965,14.46446875,-44.2148410537206,-0.22672397538009,14.47121875,-36.4374638899596,-0.33995955483185,14.46646875,-57.8840921473261,-0.518160228768517,14.4467395833333,-54.5005900197168,-0.131848468547345,14.4686979166667
"100","tp_107",-52.5180898347313,0.188947845287406,14.6383229166667,-51.9607693940722,0.332501730747087,14.6398645833333,-50.7232026344056,0.32961483097815,14.62928125,-39.7746057510868,0.326416884048273,14.62228125,-48.5650870797962,0.223782230107299,14.62871875,-56.514501413582,0.373477910424098,14.63659375
"101","tp_108",-50.1267403890849,0.176075014948901,14.75440625,-53.549936860208,0.340235254322983,14.75315625,-43.8227517704224,0.312836106745029,14.74246875,-36.0309436512311,0.197664034432911,14.7379895833333,-58.6470793473488,-3.20566036203393,14.72096875,-54.5059138470535,-2.10379978968709,14.7280520833333
"102","tp_109",-55.6642091095275,-0.733724840445357,14.7870104166667,-58.8709564323903,-0.868306401518952,14.7807604166667,-54.8128416877041,-0.903588995175797,14.7774479166667,-44.8077193039812,-0.97121071963589,14.77059375,-44.7095104566839,-0.640191909205184,14.76609375,-50.2928462151667,-0.678025812922282,14.7725520833333
